Data;Województwo;Przypadki narastająco
03.10.2020;Wielkopolskie;8405
03.10.2020;Zachodniopomorskie;2045
04.10.2020;Dolnośląskie;5485
04.10.2020;Kujawsko-pomorskie;3421
04.10.2020;Lubelskie;3101
04.10.2020;Lubuskie;1224
04.10.2020;Łódzkie;7287
04.10.2020;Małopolskie;12258
04.10.2020;Mazowieckie;13695
04.10.2020;Opolskie;2535
04.10.2020;Podkarpackie;4492
04.10.2020;Podlaskie;2406
04.10.2020;Pomorskie;5825
04.10.2020;Śląskie;23287
04.10.2020;Świętokrzyskie;2420
04.10.2020;Warmińsko-mazurskie;1962
04.10.2020;Wielkopolskie;8573
04.10.2020;Zachodniopomorskie;2103
05.10.2020;Dolnośląskie;5572
05.10.2020;Kujawsko-pomorskie;3530
05.10.2020;Lubelskie;3273
05.10.2020;Lubuskie;1278
05.10.2020;Łódzkie;7413
05.10.2020;Małopolskie;12475
05.10.2020;Mazowieckie;14031
05.10.2020;Opolskie;2583
05.10.2020;Podkarpackie;4634
05.10.2020;Podlaskie;2496
05.10.2020;Pomorskie;6027
05.10.2020;Śląskie;23412
05.10.2020;Świętokrzyskie;2469
05.10.2020;Warmińsko-mazurskie;1990
05.10.2020;Wielkopolskie;8753
05.10.2020;Zachodniopomorskie;2144
06.10.2020;Dolnośląskie;5712
06.10.2020;Kujawsko-pomorskie;3683
06.10.2020;Lubelskie;3411
06.10.2020;Lubuskie;1287
06.10.2020;Łódzkie;7568
06.10.2020;Małopolskie;12743
06.10.2020;Mazowieckie;14349
06.10.2020;Opolskie;2636
06.10.2020;Podkarpackie;4771
06.10.2020;Podlaskie;2553
06.10.2020;Pomorskie;6226
06.10.2020;Śląskie;23630
06.10.2020;Świętokrzyskie;2608
06.10.2020;Warmińsko-mazurskie;2025
06.10.2020;Wielkopolskie;8859
06.10.2020;Zachodniopomorskie;2255
07.10.2020;Dolnośląskie;5896
07.10.2020;Kujawsko-pomorskie;3867
07.10.2020;Lubelskie;3517
07.10.2020;Lubuskie;1299
07.10.2020;Łódzkie;7791
07.10.2020;Małopolskie;13100
07.10.2020;Mazowieckie;14876
07.10.2020;Opolskie;2686
07.10.2020;Podkarpackie;4912
07.10.2020;Podlaskie;2637
07.10.2020;Pomorskie;6419
07.10.2020;Śląskie;23916
07.10.2020;Świętokrzyskie;2757
07.10.2020;Warmińsko-mazurskie;2144
07.10.2020;Wielkopolskie;9101
07.10.2020;Zachodniopomorskie;2401
08.10.2020;Dolnośląskie;6154
08.10.2020;Kujawsko-pomorskie;4178
08.10.2020;Lubelskie;3721
08.10.2020;Lubuskie;1368
08.10.2020;Łódzkie;8070
08.10.2020;Małopolskie;13648
08.10.2020;Mazowieckie;15474
08.10.2020;Opolskie;2776
08.10.2020;Podkarpackie;5168
08.10.2020;Podlaskie;2731
08.10.2020;Pomorskie;6732
08.10.2020;Śląskie;24291
08.10.2020;Świętokrzyskie;2916
08.10.2020;Warmińsko-mazurskie;2249
08.10.2020;Wielkopolskie;9606
08.10.2020;Zachodniopomorskie;2517
09.10.2020;Dolnośląskie;6404
09.10.2020;Kujawsko-pomorskie;4502
09.10.2020;Lubelskie;3906
09.10.2020;Lubuskie;1401
09.10.2020;Łódzkie;8433
09.10.2020;Małopolskie;14372
09.10.2020;Mazowieckie;15995
09.10.2020;Opolskie;2892
09.10.2020;Podkarpackie;5536
09.10.2020;Podlaskie;2848
09.10.2020;Pomorskie;7120
09.10.2020;Śląskie;24781
09.10.2020;Świętokrzyskie;3108
09.10.2020;Warmińsko-mazurskie;2351
09.10.2020;Wielkopolskie;10042
09.10.2020;Zachodniopomorskie;2647
10.10.2020;Dolnośląskie;6646
10.10.2020;Kujawsko-pomorskie;5056
10.10.2020;Lubelskie;4157
10.10.2020;Lubuskie;1522
10.10.2020;Łódzkie;8844
10.10.2020;Małopolskie;15003
10.10.2020;Mazowieckie;16811
10.10.2020;Opolskie;3033
10.10.2020;Podkarpackie;5883
10.10.2020;Podlaskie;3020
10.10.2020;Pomorskie;7482
10.10.2020;Śląskie;25193
10.10.2020;Świętokrzyskie;3326
10.10.2020;Warmińsko-mazurskie;2461
10.10.2020;Wielkopolskie;10402
10.10.2020;Zachodniopomorskie;2799
11.10.2020;Dolnośląskie;6832
11.10.2020;Kujawsko-pomorskie;5192
11.10.2020;Lubelskie;4461
11.10.2020;Lubuskie;1616
11.10.2020;Łódzkie;9158
11.10.2020;Małopolskie;15688
11.10.2020;Mazowieckie;17244
11.10.2020;Opolskie;3156
11.10.2020;Podkarpackie;6198
11.10.2020;Podlaskie;3130
11.10.2020;Pomorskie;7813
11.10.2020;Śląskie;25547
11.10.2020;Świętokrzyskie;3478
11.10.2020;Warmińsko-mazurskie;2567
11.10.2020;Wielkopolskie;10782
11.10.2020;Zachodniopomorskie;2954
12.10.2020;Dolnośląskie;7031
12.10.2020;Kujawsko-pomorskie;5450
12.10.2020;Lubelskie;4840
12.10.2020;Lubuskie;1630
12.10.2020;Łódzkie;9502
12.10.2020;Małopolskie;16378
12.10.2020;Mazowieckie;17685
12.10.2020;Opolskie;3309
12.10.2020;Podkarpackie;6532
12.10.2020;Podlaskie;3260
12.10.2020;Pomorskie;8097
12.10.2020;Śląskie;25809
12.10.2020;Świętokrzyskie;3665
12.10.2020;Warmińsko-mazurskie;2640
12.10.2020;Wielkopolskie;11312
12.10.2020;Zachodniopomorskie;3070
13.10.2020;Dolnośląskie;7373
13.10.2020;Kujawsko-pomorskie;5791
13.10.2020;Lubelskie;5003
13.10.2020;Lubuskie;1794
13.10.2020;Łódzkie;9851
13.10.2020;Małopolskie;17276
13.10.2020;Mazowieckie;18237
13.10.2020;Opolskie;3550
13.10.2020;Podkarpackie;6923
13.10.2020;Podlaskie;3443
13.10.2020;Pomorskie;8415
13.10.2020;Śląskie;26250
13.10.2020;Świętokrzyskie;3786
13.10.2020;Warmińsko-mazurskie;2719
13.10.2020;Wielkopolskie;11646
13.10.2020;Zachodniopomorskie;3221
14.10.2020;Dolnośląskie;7688
14.10.2020;Kujawsko-pomorskie;6147
14.10.2020;Lubelskie;5259
14.10.2020;Lubuskie;1939
14.10.2020;Łódzkie;10256
14.10.2020;Małopolskie;18413
14.10.2020;Mazowieckie;19425
14.10.2020;Opolskie;3783
14.10.2020;Podkarpackie;7242
14.10.2020;Podlaskie;3617
14.10.2020;Pomorskie;8759
14.10.2020;Śląskie;26770
14.10.2020;Świętokrzyskie;4041
14.10.2020;Warmińsko-mazurskie;2915
14.10.2020;Wielkopolskie;12154
14.10.2020;Zachodniopomorskie;3396
15.10.2020;Dolnośląskie;8070
15.10.2020;Kujawsko-pomorskie;6465
15.10.2020;Lubelskie;5574
15.10.2020;Lubuskie;2116
15.10.2020;Łódzkie;10947
15.10.2020;Małopolskie;19716
15.10.2020;Mazowieckie;20731
15.10.2020;Opolskie;4065
15.10.2020;Podkarpackie;7662
15.10.2020;Podlaskie;3756
15.10.2020;Pomorskie;9217
15.10.2020;Śląskie;27592
15.10.2020;Świętokrzyskie;4324
15.10.2020;Warmińsko-mazurskie;3106
15.10.2020;Wielkopolskie;12989
15.10.2020;Zachodniopomorskie;3573
16.10.2020;Dolnośląskie;8511
16.10.2020;Kujawsko-pomorskie;6935
16.10.2020;Lubelskie;5858
16.10.2020;Lubuskie;2263
16.10.2020;Łódzkie;11595
16.10.2020;Małopolskie;20821
16.10.2020;Mazowieckie;21642
16.10.2020;Opolskie;4286
16.10.2020;Podkarpackie;8225
16.10.2020;Podlaskie;3957
16.10.2020;Pomorskie;9764
16.10.2020;Śląskie;28361
16.10.2020;Świętokrzyskie;4638
16.10.2020;Warmińsko-mazurskie;3287
16.10.2020;Wielkopolskie;13581
16.10.2020;Zachodniopomorskie;3884
17.10.2020;Dolnośląskie;9035
17.10.2020;Kujawsko-pomorskie;7405
17.10.2020;Lubelskie;6287
17.10.2020;Lubuskie;2420
17.10.2020;Łódzkie;12416
17.10.2020;Małopolskie;22075
17.10.2020;Mazowieckie;23127
17.10.2020;Opolskie;4569
17.10.2020;Podkarpackie;8929
17.10.2020;Podlaskie;4106
17.10.2020;Pomorskie;10327
17.10.2020;Śląskie;29126
17.10.2020;Świętokrzyskie;5034
17.10.2020;Warmińsko-mazurskie;3511
17.10.2020;Wielkopolskie;14639
17.10.2020;Zachodniopomorskie;4224
18.10.2020;Dolnośląskie;9404
18.10.2020;Kujawsko-pomorskie;7928
18.10.2020;Lubelskie;6867
18.10.2020;Lubuskie;2589
18.10.2020;Łódzkie;13000
18.10.2020;Małopolskie;23009
18.10.2020;Mazowieckie;24469
18.10.2020;Opolskie;4881
18.10.2020;Podkarpackie;9650
18.10.2020;Podlaskie;4245
18.10.2020;Pomorskie;10754
18.10.2020;Śląskie;30100
18.10.2020;Świętokrzyskie;5245
18.10.2020;Warmińsko-mazurskie;3721
18.10.2020;Wielkopolskie;15363
18.10.2020;Zachodniopomorskie;4541
19.10.2020;Dolnośląskie;9810
19.10.2020;Kujawsko-pomorskie;8401
19.10.2020;Lubelskie;7393
19.10.2020;Lubuskie;2682
19.10.2020;Łódzkie;13679
19.10.2020;Małopolskie;24210
19.10.2020;Mazowieckie;25318
19.10.2020;Opolskie;5229
19.10.2020;Podkarpackie;10108
19.10.2020;Podlaskie;4528
19.10.2020;Pomorskie;11235
19.10.2020;Śląskie;30785
19.10.2020;Świętokrzyskie;5415
19.10.2020;Warmińsko-mazurskie;3911
19.10.2020;Wielkopolskie;15786
19.10.2020;Zachodniopomorskie;4758
20.10.2020;Dolnośląskie;10377
20.10.2020;Kujawsko-pomorskie;8847
20.10.2020;Lubelskie;7612
20.10.2020;Lubuskie;2910
20.10.2020;Łódzkie;14304
20.10.2020;Małopolskie;25696
20.10.2020;Mazowieckie;26600
20.10.2020;Opolskie;5536
20.10.2020;Podkarpackie;10775
20.10.2020;Podlaskie;4737
20.10.2020;Pomorskie;11719
20.10.2020;Śląskie;31680
20.10.2020;Świętokrzyskie;5727
20.10.2020;Warmińsko-mazurskie;4076
20.10.2020;Wielkopolskie;16972
20.10.2020;Zachodniopomorskie;4971
21.10.2020;Dolnośląskie;10839
21.10.2020;Kujawsko-pomorskie;9618
21.10.2020;Lubelskie;8270
21.10.2020;Lubuskie;3193
21.10.2020;Łódzkie;14979
21.10.2020;Małopolskie;27011
21.10.2020;Mazowieckie;27762
21.10.2020;Opolskie;5898
21.10.2020;Podkarpackie;11656
21.10.2020;Podlaskie;5005
21.10.2020;Pomorskie;12267
21.10.2020;Śląskie;32688
21.10.2020;Świętokrzyskie;5986
21.10.2020;Warmińsko-mazurskie;4424
21.10.2020;Wielkopolskie;17727
21.10.2020;Zachodniopomorskie;5256
22.10.2020;Dolnośląskie;11449
22.10.2020;Kujawsko-pomorskie;10523
22.10.2020;Lubelskie;8681
22.10.2020;Lubuskie;3490
22.10.2020;Łódzkie;15842
22.10.2020;Małopolskie;28342
22.10.2020;Mazowieckie;29341
22.10.2020;Opolskie;6302
22.10.2020;Podkarpackie;12433
22.10.2020;Podlaskie;5229
22.10.2020;Pomorskie;12977
22.10.2020;Śląskie;33856
22.10.2020;Świętokrzyskie;6472
22.10.2020;Warmińsko-mazurskie;4735
22.10.2020;Wielkopolskie;19243
22.10.2020;Zachodniopomorskie;5771
23.10.2020;Dolnośląskie;12116
23.10.2020;Kujawsko-pomorskie;11730
23.10.2020;Lubelskie;9424
23.10.2020;Lubuskie;3939
23.10.2020;Łódzkie;16642
23.10.2020;Małopolskie;29896
23.10.2020;Mazowieckie;31416
23.10.2020;Opolskie;6703
23.10.2020;Podkarpackie;13285
23.10.2020;Podlaskie;5455
23.10.2020;Pomorskie;13718
23.10.2020;Śląskie;35161
23.10.2020;Świętokrzyskie;7111
23.10.2020;Warmińsko-mazurskie;5100
23.10.2020;Wielkopolskie;20293
23.10.2020;Zachodniopomorskie;6329
24.10.2020;Dolnośląskie;12761
24.10.2020;Kujawsko-pomorskie;12507
24.10.2020;Lubelskie;10139
24.10.2020;Lubuskie;4318
24.10.2020;Łódzkie;17643
24.10.2020;Małopolskie;31378
24.10.2020;Mazowieckie;33442
24.10.2020;Opolskie;7261
24.10.2020;Podkarpackie;14176
24.10.2020;Podlaskie;5763
24.10.2020;Pomorskie;14494
24.10.2020;Śląskie;36423
24.10.2020;Świętokrzyskie;7523
24.10.2020;Warmińsko-mazurskie;5444
24.10.2020;Wielkopolskie;21765
24.10.2020;Zachodniopomorskie;6909
25.10.2020;Dolnośląskie;13346
25.10.2020;Kujawsko-pomorskie;13657
25.10.2020;Lubelskie;10839
25.10.2020;Lubuskie;4630
25.10.2020;Łódzkie;18461
25.10.2020;Małopolskie;32497
25.10.2020;Mazowieckie;35292
25.10.2020;Opolskie;7642
25.10.2020;Podkarpackie;15088
25.10.2020;Podlaskie;5975
25.10.2020;Pomorskie;14993
25.10.2020;Śląskie;37557
25.10.2020;Świętokrzyskie;7928
25.10.2020;Warmińsko-mazurskie;5784
25.10.2020;Wielkopolskie;22616
25.10.2020;Zachodniopomorskie;7383
26.10.2020;Dolnośląskie;13808
26.10.2020;Kujawsko-pomorskie;14182
26.10.2020;Lubelskie;11589
26.10.2020;Lubuskie;4993
26.10.2020;Łódzkie;19156
26.10.2020;Małopolskie;33641
26.10.2020;Mazowieckie;36946
26.10.2020;Opolskie;7977
26.10.2020;Podkarpackie;15817
26.10.2020;Podlaskie;6181
26.10.2020;Pomorskie;15665
26.10.2020;Śląskie;38559
26.10.2020;Świętokrzyskie;8244
26.10.2020;Warmińsko-mazurskie;6154
26.10.2020;Wielkopolskie;23074
26.10.2020;Zachodniopomorskie;7943
27.10.2020;Dolnośląskie;14725
27.10.2020;Kujawsko-pomorskie;15681
27.10.2020;Lubelskie;11989
27.10.2020;Lubuskie;5316
27.10.2020;Łódzkie;20577
27.10.2020;Małopolskie;35525
27.10.2020;Mazowieckie;40475
27.10.2020;Opolskie;8362
27.10.2020;Podkarpackie;16559
27.10.2020;Podlaskie;6607
27.10.2020;Pomorskie;16308
27.10.2020;Śląskie;39857
27.10.2020;Świętokrzyskie;8678
27.10.2020;Warmińsko-mazurskie;6455
27.10.2020;Wielkopolskie;24651
27.10.2020;Zachodniopomorskie;8464
28.10.2020;Dolnośląskie;15865
28.10.2020;Kujawsko-pomorskie;16896
28.10.2020;Lubelskie;12689
28.10.2020;Lubuskie;5696
28.10.2020;Łódzkie;22437
28.10.2020;Małopolskie;37690
28.10.2020;Mazowieckie;43119
28.10.2020;Opolskie;8757
28.10.2020;Podkarpackie;17598
28.10.2020;Podlaskie;6897
28.10.2020;Pomorskie;17209
28.10.2020;Śląskie;41725
28.10.2020;Świętokrzyskie;9214
28.10.2020;Warmińsko-mazurskie;6897
28.10.2020;Wielkopolskie;27536
28.10.2020;Zachodniopomorskie;8824
29.10.2020;Dolnośląskie;16722
29.10.2020;Kujawsko-pomorskie;18299
29.10.2020;Lubelskie;14389
29.10.2020;Lubuskie;6017
29.10.2020;Łódzkie;24231
29.10.2020;Małopolskie;39617
29.10.2020;Mazowieckie;45374
29.10.2020;Opolskie;9239
29.10.2020;Podkarpackie;18904
29.10.2020;Podlaskie;7755
29.10.2020;Pomorskie;18162
29.10.2020;Śląskie;43719
29.10.2020;Świętokrzyskie;9813
29.10.2020;Warmińsko-mazurskie;7422
29.10.2020;Wielkopolskie;30169
29.10.2020;Zachodniopomorskie;9373
30.10.2020;Dolnośląskie;17721
30.10.2020;Kujawsko-pomorskie;20253
30.10.2020;Lubelskie;15844
30.10.2020;Lubuskie;6411
30.10.2020;Łódzkie;25785
30.10.2020;Małopolskie;41531
30.10.2020;Mazowieckie;48790
30.10.2020;Opolskie;9789
30.10.2020;Podkarpackie;20178
30.10.2020;Podlaskie;8113
30.10.2020;Pomorskie;19211
30.10.2020;Śląskie;45480
30.10.2020;Świętokrzyskie;10420
30.10.2020;Warmińsko-mazurskie;8016
30.10.2020;Wielkopolskie;33251
30.10.2020;Zachodniopomorskie;10041
31.10.2020;Dolnośląskie;18950
31.10.2020;Kujawsko-pomorskie;21714
31.10.2020;Lubelskie;17403
31.10.2020;Lubuskie;6909
31.10.2020;Łódzkie;27485
31.10.2020;Małopolskie;43238
31.10.2020;Mazowieckie;51928
31.10.2020;Opolskie;10260
31.10.2020;Podkarpackie;21582
31.10.2020;Podlaskie;8725
31.10.2020;Pomorskie;20423
31.10.2020;Śląskie;47754
31.10.2020;Świętokrzyskie;11251
31.10.2020;Warmińsko-mazurskie;8753
31.10.2020;Wielkopolskie;35580
31.10.2020;Zachodniopomorskie;10776
01.11.2020;Dolnośląskie;19474
01.11.2020;Kujawsko-pomorskie;23448
01.11.2020;Lubelskie;19171
01.11.2020;Lubuskie;7310
01.11.2020;Łódzkie;29155
01.11.2020;Małopolskie;44718
01.11.2020;Mazowieckie;54308
01.11.2020;Opolskie;10721
01.11.2020;Podkarpackie;22823
01.11.2020;Podlaskie;9369
01.11.2020;Pomorskie;21443
01.11.2020;Śląskie;49247
01.11.2020;Świętokrzyskie;11513
01.11.2020;Warmińsko-mazurskie;9292
01.11.2020;Wielkopolskie;36423
01.11.2020;Zachodniopomorskie;11487
02.11.2020;Dolnośląskie;20211
02.11.2020;Kujawsko-pomorskie;24827
02.11.2020;Lubelskie;20214
02.11.2020;Lubuskie;7605
02.11.2020;Łódzkie;30335
02.11.2020;Małopolskie;46464
02.11.2020;Mazowieckie;56526
02.11.2020;Opolskie;11076
02.11.2020;Podkarpackie;23872
02.11.2020;Podlaskie;9912
02.11.2020;Pomorskie;22410
02.11.2020;Śląskie;50609
02.11.2020;Świętokrzyskie;11807
02.11.2020;Warmińsko-mazurskie;9874
02.11.2020;Wielkopolskie;37679
02.11.2020;Zachodniopomorskie;12059
03.11.2020;Dolnośląskie;22175
03.11.2020;Kujawsko-pomorskie;25378
03.11.2020;Lubelskie;21504
03.11.2020;Lubuskie;7891
03.11.2020;Łódzkie;31445
03.11.2020;Małopolskie;48570
03.11.2020;Mazowieckie;59485
03.11.2020;Opolskie;11521
03.11.2020;Podkarpackie;24801
03.11.2020;Podlaskie;10228
03.11.2020;Pomorskie;23727
03.11.2020;Śląskie;53016
03.11.2020;Świętokrzyskie;12358
03.11.2020;Warmińsko-mazurskie;10439
03.11.2020;Wielkopolskie;39793
03.11.2020;Zachodniopomorskie;12513
04.11.2020;Dolnośląskie;24499
04.11.2020;Kujawsko-pomorskie;26807
04.11.2020;Lubelskie;23047
04.11.2020;Lubuskie;8325
04.11.2020;Łódzkie;33211
04.11.2020;Małopolskie;50815
04.11.2020;Mazowieckie;62282
04.11.2020;Opolskie;12165
04.11.2020;Podkarpackie;26081
04.11.2020;Podlaskie;10853
04.11.2020;Pomorskie;25079
04.11.2020;Śląskie;55181
04.11.2020;Świętokrzyskie;13125
04.11.2020;Warmińsko-mazurskie;11061
04.11.2020;Wielkopolskie;43745
04.11.2020;Zachodniopomorskie;13260
05.11.2020;Dolnośląskie;26950
05.11.2020;Kujawsko-pomorskie;28470
05.11.2020;Lubelskie;23852
05.11.2020;Lubuskie;8903
05.11.2020;Łódzkie;34924
05.11.2020;Małopolskie;53157
05.11.2020;Mazowieckie;65214
05.11.2020;Opolskie;12879
05.11.2020;Podkarpackie;27634
05.11.2020;Podlaskie;11755
05.11.2020;Pomorskie;26220
05.11.2020;Śląskie;59031
05.11.2020;Świętokrzyskie;14075
05.11.2020;Warmińsko-mazurskie;11856
05.11.2020;Wielkopolskie;47633
05.11.2020;Zachodniopomorskie;14126
06.11.2020;Dolnośląskie;29462
06.11.2020;Kujawsko-pomorskie;30422
06.11.2020;Lubelskie;25394
06.11.2020;Lubuskie;9400
06.11.2020;Łódzkie;36517
06.11.2020;Małopolskie;55972
06.11.2020;Mazowieckie;68165
06.11.2020;Opolskie;13618
06.11.2020;Podkarpackie;29341
06.11.2020;Podlaskie;12335
06.11.2020;Pomorskie;27671
06.11.2020;Śląskie;62973
06.11.2020;Świętokrzyskie;15088
06.11.2020;Warmińsko-mazurskie;12682
06.11.2020;Wielkopolskie;49696
06.11.2020;Zachodniopomorskie;15029
07.11.2020;Dolnośląskie;31507
07.11.2020;Kujawsko-pomorskie;32231
07.11.2020;Lubelskie;27188
07.11.2020;Lubuskie;9910
07.11.2020;Łódzkie;38066
07.11.2020;Małopolskie;58422
07.11.2020;Mazowieckie;71163
07.11.2020;Opolskie;14383
07.11.2020;Podkarpackie;31287
07.11.2020;Podlaskie;12950
07.11.2020;Pomorskie;29342
07.11.2020;Śląskie;67263
07.11.2020;Świętokrzyskie;16319
07.11.2020;Warmińsko-mazurskie;13361
07.11.2020;Wielkopolskie;52147
07.11.2020;Zachodniopomorskie;16101
08.11.2020;Dolnośląskie;33306
08.11.2020;Kujawsko-pomorskie;33670
08.11.2020;Lubelskie;28916
08.11.2020;Lubuskie;10380
08.11.2020;Łódzkie;39642
08.11.2020;Małopolskie;61228
08.11.2020;Mazowieckie;73262
08.11.2020;Opolskie;15241
08.11.2020;Podkarpackie;33109
08.11.2020;Podlaskie;14003
08.11.2020;Pomorskie;30677
08.11.2020;Śląskie;71508
08.11.2020;Świętokrzyskie;16748
08.11.2020;Warmińsko-mazurskie;13919
08.11.2020;Wielkopolskie;53992
08.11.2020;Zachodniopomorskie;16824
09.11.2020;Dolnośląskie;35025
09.11.2020;Kujawsko-pomorskie;34688
09.11.2020;Lubelskie;30117
09.11.2020;Lubuskie;10923
09.11.2020;Łódzkie;40911
09.11.2020;Małopolskie;63878
09.11.2020;Mazowieckie;74892
09.11.2020;Opolskie;15832
09.11.2020;Podkarpackie;34369
09.11.2020;Podlaskie;14500
09.11.2020;Pomorskie;31799
09.11.2020;Śląskie;75881
09.11.2020;Świętokrzyskie;17092
09.11.2020;Warmińsko-mazurskie;14613
09.11.2020;Wielkopolskie;55975
09.11.2020;Zachodniopomorskie;17643
10.11.2020;Dolnośląskie;37566
10.11.2020;Kujawsko-pomorskie;35796
10.11.2020;Lubelskie;31102
10.11.2020;Lubuskie;11573
10.11.2020;Łódzkie;42312
10.11.2020;Małopolskie;66575
10.11.2020;Mazowieckie;76874
10.11.2020;Opolskie;16594
10.11.2020;Podkarpackie;35605
10.11.2020;Podlaskie;15214
10.11.2020;Pomorskie;32915
10.11.2020;Śląskie;80157
10.11.2020;Świętokrzyskie;17845
10.11.2020;Warmińsko-mazurskie;15262
10.11.2020;Wielkopolskie;59821
10.11.2020;Zachodniopomorskie;18381
11.11.2020;Dolnośląskie;40227
11.11.2020;Kujawsko-pomorskie;36588
11.11.2020;Lubelskie;32551
11.11.2020;Lubuskie;12364
11.11.2020;Łódzkie;43755
11.11.2020;Małopolskie;69522
11.11.2020;Mazowieckie;78850
11.11.2020;Opolskie;17504
11.11.2020;Podkarpackie;36757
11.11.2020;Podlaskie;15876
11.11.2020;Pomorskie;34236
11.11.2020;Śląskie;84223
11.11.2020;Świętokrzyskie;18345
11.11.2020;Warmińsko-mazurskie;15880
11.11.2020;Wielkopolskie;62902
11.11.2020;Zachodniopomorskie;19233
12.11.2020;Dolnośląskie;42074
12.11.2020;Kujawsko-pomorskie;37671
12.11.2020;Lubelskie;33382
12.11.2020;Lubuskie;13052
12.11.2020;Łódzkie;45283
12.11.2020;Małopolskie;71654
12.11.2020;Mazowieckie;80596
12.11.2020;Opolskie;18348
12.11.2020;Podkarpackie;38033
12.11.2020;Podlaskie;16819
12.11.2020;Pomorskie;35350
12.11.2020;Śląskie;88134
12.11.2020;Świętokrzyskie;19170
12.11.2020;Warmińsko-mazurskie;16795
12.11.2020;Wielkopolskie;65134
12.11.2020;Zachodniopomorskie;20001
13.11.2020;Dolnośląskie;44897
13.11.2020;Kujawsko-pomorskie;38950
13.11.2020;Lubelskie;33908
13.11.2020;Lubuskie;13644
13.11.2020;Łódzkie;46840
13.11.2020;Małopolskie;73925
13.11.2020;Mazowieckie;82006
13.11.2020;Opolskie;19150
13.11.2020;Podkarpackie;39297
13.11.2020;Podlaskie;17221
13.11.2020;Pomorskie;36771
13.11.2020;Śląskie;91975
13.11.2020;Świętokrzyskie;20090
13.11.2020;Warmińsko-mazurskie;17541
13.11.2020;Wielkopolskie;68000
13.11.2020;Zachodniopomorskie;21332
14.11.2020;Dolnośląskie;47691
14.11.2020;Kujawsko-pomorskie;39905
14.11.2020;Lubelskie;35471
14.11.2020;Lubuskie;14404
14.11.2020;Łódzkie;48327
14.11.2020;Małopolskie;76127
14.11.2020;Mazowieckie;84425
14.11.2020;Opolskie;19949
14.11.2020;Podkarpackie;40459
14.11.2020;Podlaskie;17916
14.11.2020;Pomorskie;38099
14.11.2020;Śląskie;95428
14.11.2020;Świętokrzyskie;21267
14.11.2020;Warmińsko-mazurskie;18531
14.11.2020;Wielkopolskie;70742
14.11.2020;Zachodniopomorskie;22377
15.11.2020;Dolnośląskie;49707
15.11.2020;Kujawsko-pomorskie;41628
15.11.2020;Lubelskie;36719
15.11.2020;Lubuskie;14823
15.11.2020;Łódzkie;49716
15.11.2020;Małopolskie;77986
15.11.2020;Mazowieckie;86067
15.11.2020;Opolskie;20553
15.11.2020;Podkarpackie;41385
15.11.2020;Podlaskie;18641
15.11.2020;Pomorskie;39145
15.11.2020;Śląskie;99004
15.11.2020;Świętokrzyskie;21952
15.11.2020;Warmińsko-mazurskie;19351
15.11.2020;Wielkopolskie;72885
15.11.2020;Zachodniopomorskie;23410
16.11.2020;Dolnośląskie;51491
16.11.2020;Kujawsko-pomorskie;42524
16.11.2020;Lubelskie;37882
16.11.2020;Lubuskie;15400
16.11.2020;Łódzkie;50799
16.11.2020;Małopolskie;79281
16.11.2020;Mazowieckie;88503
16.11.2020;Opolskie;21110
16.11.2020;Podkarpackie;42227
16.11.2020;Podlaskie;19128
16.11.2020;Pomorskie;40182
16.11.2020;Śląskie;102326
16.11.2020;Świętokrzyskie;22739
16.11.2020;Warmińsko-mazurskie;20391
16.11.2020;Wielkopolskie;75285
16.11.2020;Zachodniopomorskie;24520
17.11.2020;Dolnośląskie;53909
17.11.2020;Kujawsko-pomorskie;43262
17.11.2020;Lubelskie;39176
17.11.2020;Lubuskie;15695
17.11.2020;Łódzkie;51895
17.11.2020;Małopolskie;81005
17.11.2020;Mazowieckie;90775
17.11.2020;Opolskie;21842
17.11.2020;Podkarpackie;42778
17.11.2020;Podlaskie;19640
17.11.2020;Pomorskie;41507
17.11.2020;Śląskie;104768
17.11.2020;Świętokrzyskie;23363
17.11.2020;Warmińsko-mazurskie;20854
17.11.2020;Wielkopolskie;76760
17.11.2020;Zachodniopomorskie;25711
18.11.2020;Dolnośląskie;56000
18.11.2020;Kujawsko-pomorskie;44116
18.11.2020;Lubelskie;39803
18.11.2020;Lubuskie;16281
18.11.2020;Łódzkie;53049
18.11.2020;Małopolskie;82613
18.11.2020;Mazowieckie;94115
18.11.2020;Opolskie;22703
18.11.2020;Podkarpackie;43555
18.11.2020;Podlaskie;20120
18.11.2020;Pomorskie;42820
18.11.2020;Śląskie;106982
18.11.2020;Świętokrzyskie;24233
18.11.2020;Warmińsko-mazurskie;21642
18.11.2020;Wielkopolskie;77934
18.11.2020;Zachodniopomorskie;26857
